Day,Month,Year,Location,Gear,Tow,Species,Length,Date,Season,Sample
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,Black spotted SB,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,48,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,57,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,58,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,80,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,55,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,50,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,61,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,55,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,55,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,51,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,47,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,52,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,84,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,50,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,57,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,57,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,53,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,50,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,52,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,51,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,48,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,54,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,59,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,57,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,58,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,55,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
L,6,2010,HB,Seine,,3 spine sb,nm,15/6/2010,Spring,L-6-2010-HB-Seine
